date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2024-07-30,Arrive which consider.,1852.46,expense,unknown,Income,Personal_Finance_Dataset.csv,arrive which consider,7,Tuesday
2018-09-28,Credit Card Payment,128.12,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,9,Friday
2019-11-05,Starbucks,40.65,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,starbucks,11,Tuesday
2021-08-16,Environment teach world quickly believe.,1349.0,income,unknown,Investment,Personal_Finance_Dataset.csv,environment teach world quickly believe,8,Monday
2021-07-10,Just recent.,3540.0,income,unknown,Other,Personal_Finance_Dataset.csv,just recent,7,Saturday
2019-01-07,Gas Company,22.17,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,gas company,1,Monday
2019-04-01,Credit Card Payment,600.51,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-03-25,Spotify,171.21,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,spotify,3,Monday
2018-04-15,Spotify,56.25,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,spotify,4,Sunday
2018-02-27,Amazon,144.27,credit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,2,Tuesday
2019-05-09,Target,3.2,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,target,5,Thursday
2019-06-29,Mike's Construction Co.,110.78,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,mike s construction co,6,Saturday
2019-06-12,Biweekly Paycheck,106.72,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Wednesday
2018-06-08,Amazon,82.08,credit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,amazon,6,Friday
2020-09-22,During call north attention.,565.07,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,during call north attention,9,Tuesday
2023-12-22,Ask window full.,1653.56,expense,unknown,Dining,Personal_Finance_Dataset.csv,ask window full,12,Friday
2024-10-02,Country little reality level.,400.17,expense,unknown,Shopping,Personal_Finance_Dataset.csv,country little reality level,10,Wednesday
2019-05-17,Grocery Store,184.88,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,5,Friday
2018-03-21,State Farm,126.17,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,state farm,3,Wednesday
2019-09-11,Amazon,194.2,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,amazon,9,Wednesday
2019-05-10,Phone Company,65.0,debit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,5,Friday
2018-10-11,Mediterranean Restaurant,93.85,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,10,Thursday
2024-06-04,Among black picture that treat.,978.85,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,among black picture that treat,6,Tuesday
2024-08-28,Concern should recent across.,1366.37,expense,unknown,Income,Personal_Finance_Dataset.csv,concern should recent across,8,Wednesday
2018-08-02,Credit Card Payment,816.27,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,8,Thursday
2018-09-02,Spotify,10.98,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,spotify,9,Sunday
2019-01-20,Internet Service Provider,146.89,credit,Silver Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,internet service provider,1,Sunday
2018-12-20,Latin Restaurant,12.85,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,latin restaurant,12,Thursday
2019-10-02,Internet Service Provider,184.64,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,10,Wednesday
2018-02-17,Phone Company,120.8,debit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,phone company,2,Saturday
2018-12-31,Hardware Store,110.75,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,hardware store,12,Monday
2018-08-12,City Water Charges,73.86,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,city water charges,8,Sunday
2019-05-30,Internet Service Provider,75.0,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,5,Thursday
2018-12-16,Credit Card Payment,91.67,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,12,Sunday
2018-06-06,Pizza Place,166.06,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,pizza place,6,Wednesday
2018-04-07,Barbershop,106.83,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,barbershop,4,Saturday
2023-09-28,Indicate radio use.,1560.0,income,unknown,Investment,Personal_Finance_Dataset.csv,indicate radio use,9,Thursday
2018-12-19,Brewing Company,34.98,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,12,Wednesday
2019-07-07,Amazon,21.99,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,amazon,7,Sunday
2019-01-18,Starbucks,181.31,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,starbucks,1,Friday
2018-06-19,Grocery Store,183.29,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,6,Tuesday
2018-05-23,Grocery Store,174.08,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,5,Wednesday
2019-01-25,Internet Service Provider,75.0,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,1,Friday
2019-07-26,QuikTrip,94.0,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,quiktrip,7,Friday
2018-11-03,Phone Company,141.9,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,11,Saturday
2018-04-27,Netflix,43.47,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,netflix,4,Friday
2019-03-26,Credit Card Payment,66.14,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,3,Tuesday
2018-03-22,Mike's Construction Co.,178.57,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,mike s construction co,3,Thursday
2024-07-29,Fish either boy between collection.,329.87,expense,unknown,Dining,Personal_Finance_Dataset.csv,fish either boy between collection,7,Monday
2019-05-17,Starbucks,25.35,debit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,starbucks,5,Friday
2019-02-20,QuikTrip,72.78,credit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,quiktrip,2,Wednesday
2019-01-03,Credit Card Payment,5.69,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,1,Thursday
2019-09-09,Credit Card Payment,177.57,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,9,Monday
2018-10-09,Spotify,10.69,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,spotify,10,Tuesday
2018-11-29,Phone Company,53.33,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,phone company,11,Thursday
2019-01-17,Grocery Store,175.36,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,1,Thursday
2018-08-01,Netflix,122.67,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,netflix,8,Wednesday
2018-03-19,Brewing Company,130.83,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,brewing company,3,Monday
2020-08-27,Account ten sing.,1899.73,expense,unknown,Dining,Personal_Finance_Dataset.csv,account ten sing,8,Thursday
2019-07-05,Brewing Company,19.0,debit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,brewing company,7,Friday
2018-03-12,Grocery Store,19.03,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,3,Monday
2024-08-03,Push east never size fight.,397.55,expense,unknown,Travel,Personal_Finance_Dataset.csv,push east never size fight,8,Saturday
2018-11-28,Credit Card Payment,188.69,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,11,Wednesday
2018-10-14,Grocery Store,160.4,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,10,Sunday
2023-05-22,Summer system artist too.,3937.0,income,unknown,Other,Personal_Finance_Dataset.csv,summer system artist too,5,Monday
2019-09-01,BP,13.92,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,bp,9,Sunday
2019-03-20,Credit Card Payment,191.81,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-01-23,Credit Card Payment,51.09,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,1,Wednesday
2018-11-21,Spotify,42.31,credit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,spotify,11,Wednesday
2018-08-20,Grocery Store,39.85,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,8,Monday
2019-05-03,Credit Card Payment,758.07,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,5,Friday
2019-04-13,Fancy Restaurant,67.11,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,fancy restaurant,4,Saturday
2018-09-23,Gas Company,10.27,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,9,Sunday
2019-10-17,Fancy Restaurant,39.42,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,fancy restaurant,10,Thursday
2021-02-18,Quite budget window hour some.,1301.99,expense,unknown,Travel,Personal_Finance_Dataset.csv,quite budget window hour some,2,Thursday
2019-03-30,Power Company,37.15,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,power company,3,Saturday
2018-08-10,Chick-Fil-A,130.44,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,chick fil a,8,Friday
2018-04-25,City Water Charges,194.39,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,city water charges,4,Wednesday
2018-06-26,BBQ Restaurant,175.41,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bbq restaurant,6,Tuesday
2021-09-11,Similar send card year.,1209.22,expense,unknown,Income,Personal_Finance_Dataset.csv,similar send card year,9,Saturday
2019-07-23,Grocery Store,141.61,credit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-05-11,Gas Company,19.55,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,gas company,5,Friday
2019-04-02,BP,24.71,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,4,Tuesday
2018-05-31,Amazon,2.79,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,amazon,5,Thursday
2018-05-03,Credit Card Payment,142.1,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,5,Thursday
2022-01-08,Activity decide really go.,1197.85,expense,unknown,Dining,Personal_Finance_Dataset.csv,activity decide really go,1,Saturday
2019-08-28,Brunch Restaurant,57.87,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brunch restaurant,8,Wednesday
2019-06-19,Netflix,187.22,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,netflix,6,Wednesday
2018-12-19,Grocery Store,108.83,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,12,Wednesday
2019-11-22,American Tavern,46.54,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,11,Friday
2018-12-15,Amazon,170.99,credit,Checking,Haircut,aug_personal_transactions_with_UserId.csv,amazon,12,Saturday
2019-09-22,Grocery Store,90.1,debit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,9,Sunday
2019-01-05,Credit Card Payment,153.1,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,1,Saturday
2018-05-15,Movie Theater,61.67,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,movie theater,5,Tuesday
2022-08-28,Pass range appear home player.,341.01,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,pass range appear home player,8,Sunday
2018-12-24,Internet Service Provider,153.72,debit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,internet service provider,12,Monday
2019-03-23,Starbucks,140.08,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,3,Saturday
2020-05-20,Phone ever back experience.,1759.75,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,phone ever back experience,5,Wednesday
2022-08-29,Likely outside because.,1933.95,expense,unknown,Shopping,Personal_Finance_Dataset.csv,likely outside because,8,Monday
2019-03-30,QuikTrip,131.18,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,quiktrip,3,Saturday
2019-09-10,Biweekly Paycheck,193.35,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,9,Tuesday
2021-03-28,Serious soon stay seven.,143.6,expense,unknown,Income,Personal_Finance_Dataset.csv,serious soon stay seven,3,Sunday
2018-03-03,Grocery Store,23.74,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2018-12-25,Tiny Deli,165.78,credit,Silver Card,Haircut,aug_personal_transactions_with_UserId.csv,tiny deli,12,Tuesday
2018-12-26,Phone Company,67.46,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,12,Wednesday
2018-10-08,Grocery Store,2.18,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,10,Monday
2018-03-28,Thai Restaurant,108.64,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,thai restaurant,3,Wednesday
2019-01-01,Biweekly Paycheck,158.68,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,biweekly paycheck,1,Tuesday
2018-12-14,Starbucks,164.93,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,starbucks,12,Friday
2019-08-14,Wendy's,124.92,debit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,wendy s,8,Wednesday
2018-07-10,Credit Card Payment,143.31,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2019-06-12,Shell,126.08,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,shell,6,Wednesday
2018-08-22,Biweekly Paycheck,193.07,debit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Wednesday
2018-05-06,Power Company,40.78,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,power company,5,Sunday
2018-11-30,Grocery Store,108.12,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,11,Friday
2018-07-08,QuikTrip,66.91,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,quiktrip,7,Sunday
2022-11-14,Management game.,914.84,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,management game,11,Monday
2018-01-29,Brunch Restaurant,17.62,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,brunch restaurant,1,Monday
2020-03-11,Attention attack technology.,180.45,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,attention attack technology,3,Wednesday
2019-10-20,Grocery Store,100.13,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,10,Sunday
2019-07-15,Hardware Store,62.7,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,hardware store,7,Monday
2018-10-02,Grocery Store,177.75,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,10,Tuesday
2018-06-07,Hardware Store,119.5,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,hardware store,6,Thursday
2018-07-13,Credit Card Payment,111.72,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-08-30,State Farm,22.66,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,state farm,8,Thursday
2019-05-01,Greek Restaurant,47.11,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,greek restaurant,5,Wednesday
2018-08-20,Grocery Store,175.11,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,8,Monday
2019-01-30,Mediterranean Restaurant,130.1,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,1,Wednesday
2018-04-20,Mediterranean Restaurant,45.84,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,4,Friday
2019-10-14,Grocery Store,87.55,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,10,Monday
2018-05-30,Phone Company,57.76,credit,Checking,Electronics & Software,aug_personal_transactions_with_UserId.csv,phone company,5,Wednesday
2018-08-19,State Farm,190.58,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,state farm,8,Sunday
2021-03-05,Million night your.,1328.91,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,million night your,3,Friday
2019-02-27,Credit Card Payment,113.04,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,2,Wednesday
2019-02-18,Target,177.33,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,target,2,Monday
2021-09-09,Personal rise sense investment.,3509.0,income,unknown,Other,Personal_Finance_Dataset.csv,personal rise sense investment,9,Thursday
2019-10-12,Hardware Store,111.73,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,hardware store,10,Saturday
2019-05-06,Grocery Store,16.76,credit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,grocery store,5,Monday
2024-10-02,Gas with policy cut.,1610.13,expense,unknown,Travel,Personal_Finance_Dataset.csv,gas with policy cut,10,Wednesday
2018-12-25,Grocery Store,154.71,credit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,12,Tuesday
2018-12-24,BP,105.22,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,bp,12,Monday
2019-02-09,Netflix,4.68,debit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,netflix,2,Saturday
2019-01-19,State Farm,112.18,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,state farm,1,Saturday
2021-12-11,Evidence case.,56.12,expense,unknown,Income,Personal_Finance_Dataset.csv,evidence case,12,Saturday
2018-05-12,Credit Card Payment,152.62,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,5,Saturday
2018-12-04,Biweekly Paycheck,180.38,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,12,Tuesday
2018-06-13,Biweekly Paycheck,98.58,credit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Wednesday
2019-03-18,Mexican Restaurant,186.02,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,mexican restaurant,3,Monday
2021-07-10,Feel special.,1425.69,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,feel special,7,Saturday
2018-12-05,Barbershop,45.55,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,barbershop,12,Wednesday
2018-05-04,Grocery Store,42.23,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,5,Friday
2019-08-22,BP,174.61,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,bp,8,Thursday
2019-01-03,Credit Card Payment,1.49,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,1,Thursday
2018-06-27,American Tavern,23.99,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,american tavern,6,Wednesday
2018-03-30,Grocery Store,9.09,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-07-05,Barbershop,158.27,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,7,Friday
2018-02-26,Mediterranean Restaurant,185.04,credit,Silver Card,Internet,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,2,Monday
2019-06-11,Hardware Store,11.95,debit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,hardware store,6,Tuesday
2018-05-05,City Water Charges,38.68,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,city water charges,5,Saturday
2018-07-31,American Tavern,83.03,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,american tavern,7,Tuesday
2018-07-03,Power Company,111.46,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,power company,7,Tuesday
2018-09-10,Spotify,45.79,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,spotify,9,Monday
2019-05-02,Credit Card Payment,96.11,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,5,Thursday
2018-11-15,Mexican Restaurant,169.9,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,mexican restaurant,11,Thursday
2018-11-14,State Farm,120.2,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,state farm,11,Wednesday
2019-11-26,BP,178.46,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,bp,11,Tuesday
2019-09-20,City Water Charges,136.46,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,city water charges,9,Friday
2019-03-01,Credit Card Payment,60.78,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,3,Friday
2019-09-22,Spotify,18.0,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,spotify,9,Sunday
2018-05-11,QuikTrip,96.76,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,quiktrip,5,Friday
2018-10-22,Power Company,127.33,credit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,power company,10,Monday
2018-07-28,Phone Company,108.65,debit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,phone company,7,Saturday
2018-10-10,Grocery Store,168.49,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,10,Wednesday
2018-10-01,Biweekly Paycheck,36.53,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,biweekly paycheck,10,Monday
2019-01-02,Brewing Company,150.2,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,1,Wednesday
2018-09-06,Internet Service Provider,55.84,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,9,Thursday
2018-02-22,Starbucks,4.0,debit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,2,Thursday
2019-01-20,Biweekly Paycheck,136.87,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,1,Sunday
2019-04-27,Brewing Company,40.0,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,brewing company,4,Saturday
2019-09-08,Best Buy,122.49,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,best buy,9,Sunday
2019-09-04,Spotify,179.2,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,spotify,9,Wednesday
2019-08-18,Thai Restaurant,6.37,debit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,thai restaurant,8,Sunday
2019-05-27,Grocery Store,189.12,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,5,Monday
2018-05-31,Credit Card Payment,134.38,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,credit card payment,5,Thursday
2019-02-20,Credit Card Payment,123.2,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,credit card payment,2,Wednesday
2018-06-11,Amazon,194.89,debit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,amazon,6,Monday
2019-02-15,Credit Card Payment,207.47,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,2,Friday
2018-04-03,American Tavern,183.06,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,4,Tuesday
2018-05-18,Grocery Store,194.72,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,5,Friday
2018-03-13,Amazon,13.94,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,amazon,3,Tuesday
2018-12-08,Credit Card Payment,136.62,debit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,credit card payment,12,Saturday
2019-01-27,Brewing Company,154.71,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,brewing company,1,Sunday
2021-03-15,Race case.,929.0,income,unknown,Other,Personal_Finance_Dataset.csv,race case,3,Monday
2019-08-06,Brewing Company,130.75,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,8,Tuesday
2018-05-30,American Tavern,69.49,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,american tavern,5,Wednesday
2019-03-20,Credit Card Payment,89.16,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-10-09,Grocery Store,100.84,credit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,10,Wednesday
2019-06-02,Grocery Store,28.9,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,6,Sunday
2019-05-31,Biweekly Paycheck,148.42,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Friday
2018-11-21,Grocery Store,161.33,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,11,Wednesday
2018-05-28,Brunch Restaurant,40.0,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,brunch restaurant,5,Monday
2018-01-20,Amazon,50.21,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,1,Saturday
2020-05-01,Finish summer rest feel finally.,851.78,expense,unknown,Travel,Personal_Finance_Dataset.csv,finish summer rest feel finally,5,Friday
2018-11-07,State Farm,71.78,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,state farm,11,Wednesday
2018-09-09,Grocery Store,108.24,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,9,Sunday
2018-12-02,Barbershop,79.57,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,barbershop,12,Sunday
2020-03-11,Walk now often.,1956.19,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,walk now often,3,Wednesday
2018-04-18,Credit Card Payment,53.44,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-09-28,Brewing Company,66.97,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brewing company,9,Saturday
2018-09-03,Mexican Restaurant,132.36,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,mexican restaurant,9,Monday
2019-08-08,American Tavern,170.59,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,8,Thursday
2018-08-12,Mike's Construction Co.,80.13,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,mike s construction co,8,Sunday
2018-05-03,City Water Charges,8.66,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,city water charges,5,Thursday
2024-03-06,Provide car throughout american.,1731.25,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,provide car throughout american,3,Wednesday
2019-02-02,State Farm,174.3,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,state farm,2,Saturday
